CaseType,weighted_sum_trans_equity,female_male_ratio,gross_assets,liability_assets_ratio,oper_inc_net_inc_ratio,main_busi_net_inc_ratio,profit_net_inc_ratio,regis_capital,paidin_capital,certif,modify_times,tax_abnormal,register_type,economic_type,pnl_dummy,fair_value_change,oper_total_profit_ratio,total_profit,asset_re
3,,0.729166667,,,,,,0,0,1,17,0,,,,,,,
3,,,,,,,,350,,,4,0,19,137,-1,-0.430947403,1.091048083,1.027536902,0.782885686
3,,,,,,,,8000,0,,,0,8,211,-1,1.080178683,-0.480886641,-1.293843773,0.912907884
3,,,,,,,,5,0,,,0,,,,,,,
3,,,,,,,,15000,15000,,,0,,,,,,,
3,,,,,,,,20,20,,,0,,,,,,,
3,,,,,,,,500,0,,,0,,,,,,,
3,,,,,,,,100,100,,,0,,,,,,,
3,57.87448238,0.454545455,1000.017355,0.000768044,-0.856541046,-0.859575656,-0.298438927,1000,1000,,15,0,8,86,0.333333333,0.414551767,-0.391292897,-2211.866284,10002300.25
3,,,,,,,,500,100,,,0,,,,,,,
0,,,,,,,,50,50,,,0,19,206,-0.333333333,0.946670182,13.97165384,-31022.98195,210906.7253
0,,,,,,,,50,50,,,0,19,206,-0.333333333,0.946670182,13.97165384,-31022.98195,210906.7253
3,,,,,,,,0,0,,,1,8,222,1,-3.132620311,1.156838242,-0.84022173,-2.914686826
3,,1,-0.05500266,-18.00475018,-8.688927264,2.923802886,9.244815726,7800,,,26,0,,,,,,,
3,,,,,,,,10,10,,2,0,8,222,0.6,0.457883797,-1.946171416,-439.4256055,99999.26701
3,,,,,,,,3000,0,,1,0,,,,,,,
3,,,,,,,,450,450,1,4,0,,,,,,,
3,,,,,,,,0,0,1,7,0,,,,,,,
2,,,,,,,,5000,5000,,,0,19,222,-1,1.114996391,-0.253746463,-1.37586216,-0.347430375
2,,,,,,,,5000,5000,,,0,19,222,-1,1.114996391,-0.253746463,-1.37586216,-0.347430375
3,,,,,,,,85,0,,2,0,19,134,0.333333333,0.111981978,0.343122821,-33499.1143,28.25992776
3,,,,,,,,0,0,,,0,,,,,,,
3,,,500014.5492,-0.042419265,-0.177660887,-0.15378623,1.03167112,10000000,30,,14,0,,,,,,,
3,,,-1.511985838,0.33996167,-0.534588271,-0.25260888,-1.578826587,1,0,,,0,19,55,1,,1.000376774,-998.9343683,0.918758919
3,3.684792981,3.722222222,66.79027763,0.000754863,-1.532714664,0.187872708,2.573417804,66,66,1,7,0,8,126,0,0.259345405,0.934795825,-9501.527775,117783.3979
3,,,,,,,,100,100,,,0,,,,,,,
3,,0.548387097,,,,,,500,100,,1,0,,,,,,,
1,,,,,,,,2000,0,,9,0,,,,,,,
3,,,,,,,,100,0,,,1,8,127,1,-1.098049763,35.71437829,-0.00846041,0.086043374
3,,,,,,,,300,0,,,0,,,,,,,
3,,,,,,,,0,0,,,0,8,211,1,0.77400749,1.244261193,-86398.11893,0.310982054
3,,,,,,,,100,0,,,0,8,228,1,0.112032564,-7.772368488,0.153837631,0.325003524
3,,,,,,,,10,10,,,0,19,67,,,,,
3,,0.3,0.20233742,-2.949768819,0.169508115,0.331185716,0.346005706,500,500,,6,0,18,211,0.333333333,-0.156867937,-0.522632448,0.174010773,3333366.333
3,,0.6,,,,,,66,0,,,0,,,,,,,
3,,,,,,,,10,,,,0,,,,,,,
3,,,,,,,,5180,5180,,47,0,,,,,,,
3,,,,,,,,300,0,,,0,8,206,1,1.734513044,1.007822036,0.335176339,0.734650123
3,,,,,,,,3,3,,,0,,,,,,,
3,,0.606060606,,,,,,50,50,,5,0,8,211,0.6,0.263833701,0.589351781,-3684.121847,12501.51916
3,,,,,,,,200,0,,,0,8,55,,,,,
3,,,,,,,,100,100,,3,0,,,,,,,
3,,0.645833333,,,,,,0,0,1,9,0,8,177,0.6,-0.477227789,0.607118383,4300.441082,117280.1333
3,,2.208333333,11331.38081,0.000122201,-0.000348612,0.000205334,0.999850099,3000,3000,,2,0,19,238,0.666666667,-0.403951701,0.996882619,21627977.95,222075400.2
3,,,,,,,,0,,,,0,,,,,,,
3,,,,,,,,0,,,3,0,,,,,,,
3,,,,,,,,10,0,,,0,,,,,,,
3,,,,,,,,1000,0,,,0,,,,,,,
3,,,,,,,,100,0,,,0,,,,,,,
3,,0.284722222,,,,,,2000,2000,,113,0,8,144,0.666666667,0.600753901,0.862180113,-307120.5646,11651638.81
3,,0.430769231,1221.706786,0.289786807,0.005107896,-0.013385064,1.004577953,1000,0,,5,0,,,,,,,
3,,,,,,,,5,0,,,0,19,55,1,,,,0.187371952
3,,,,,,,,5000,0,,1,0,8,238,0,-0.273888216,1.334230792,-120.2380517,25000.91733
3,,,,,,,,20,0,,,0,19,211,1,0.157231381,-2.797876422,-0.137494127,0.44961089
3,,,,,,,,1000,0,,2,0,8,211,1,-0.825532035,-0.607331979,-2.452004431,0.648857276
3,,,,,,,,0,0,1,16,0,9,175,0.333333333,0.249346906,9.705506923,0.622306849,16893333.94
3,,,,,,,,5,0,,2,0,,,,,,,
3,,,,,,,,510,0,,,1,8,146,-1,1.271446868,0.33795573,-0.559828713,-0.291181084
3,,,,,,,,1000,,,28,0,,,,,,,
2,,,,,,,,1000,1000,,1,0,,,,,,,
2,,,,,,,,1000,1000,,1,0,,,,,,,
3,,0.228438228,,,,,,0,0,,4,0,8,222,1,-1.597673954,0.999401386,60369.72878,91001.06031
3,,,,,,,,500,,,3,0,,,,,,,
3,118.7486252,0.946428571,,,,,,500,30,,16,0,19,145,0.333333333,0.263294093,1.890538869,-8666.572791,1786666.958
3,,,,,,,,0,0,,1,0,8,211,-0.333333333,0.570164289,-1.383017768,0.380426908,332.77595
3,,,,,,,,35000,0,,2,0,19,211,-1,-0.909408625,-0.145902183,1.392695915,176.2816157
3,,0.666666667,-1.210059401,0.352125052,-2.709224647,-0.345139892,1.821269301,500,500,,5,0,18,211,-0.333333333,-0.117553089,-0.811560826,-0.172238856,1666699.172
0,,,,,,,,20,0,,,0,,,,,,,
3,,0.793650794,228.2049223,0.007864239,-0.469268034,0.108800551,0.430799083,1000,0,,4,0,8,214,1,-0.706908657,1.000427938,3169.644687,9999999.975
3,181.1707891,0.80952381,,,,,,50000,50000,,28,0,19,146,1,0.346113544,0.9044219,-28589.16494,425156499.3
3,,,,,,,,0,0,,,0,8,211,-1,-2.029933748,-0.213745717,0.586556467,0.156562002
3,,0.721153846,,,,,,2000,0,,7,0,8,206,1,0.958389716,0.896743709,500.2221855,9999999.148
3,,0.830128205,,,,,,0,0,1,5,0,,,,,,,
3,,,,,,,,500,0,,2,1,8,211,-1,0.810560968,-0.972818506,2.183439772,-0.965680399
3,,,,,,,,0,,,,0,,,,,,,
3,,,,,,,,100,100,1,,0,8,56,1,,1.004119469,-287.9528791,100000.8788
3,,,,,,,,90,0,,4,0,,,,,,,
3,,,,,,,,500,0,,,0,,,,,,,
3,,,,,,,,3,3,,,0,8,27,1,,0.999912784,-24234.9401,10.16830312
3,,,,,,,,10,10,1,,0,8,60,1,,1.000033694,-33118.22213,
3,,0.6875,4.098033788,-0.051296044,-2.885876904,-1.179642273,-2.586381515,10000,0,,,0,,,,,,,
3,,,2.310151404,0.668685636,0.010201026,-0.311096804,-1.376287212,50,0,,,0,8,206,1,-0.630375534,-4.181834746,-889.7608153,-0.124412621
3,,,,,,,,7000,7000,,33,0,19,172,-1,1.55038973,-1.424046749,-23423.17624,50101867.08
3,,,-1.119437352,0.77993823,3.322503046,1.451734044,3.547102464,1,0,,7,0,,,,,,,
2,,,,,,,,10080,10080,1,6,0,8,221,0,0.576601874,0.991544088,-322373.4454,60944228.9
3,,,,,,,,6,0,,,0,8,206,1,0.03090939,12.06436392,-0.042358056,0.460408345
3,,1,,,,,,50,0,,,0,,,,,,,
3,,,,,,,,10000,0,,,0,,,,,,,
3,,,,,,,,100,0,,2,0,,,,,,,
3,,,,,,,,1000,0,,,1,,,,,,,
3,,,,,,,,100,0,,,0,,,,,,,
3,,0.983333333,37.69741178,-0.628145059,15.74597814,7.974376537,-13.38383631,50,0,,,0,,,,,,,
3,,0.676767677,,,,,,1000,1000,,12,0,8,222,-1,-1.259434117,-0.511863527,0.953553962,0.627070386
3,,,,,,,,1000,0,,8,0,,,,,,,
2,85.25683648,0.597777778,,,,,,1760,1760,,45,0,19,192,0.333333333,0.900868851,0.992214244,-996223.9155,39064566.55
2,85.25683648,0.597777778,,,,,,1760,1760,,45,0,19,192,0.333333333,0.900868851,0.992214244,-996223.9155,39064566.55
3,,,,,,,,3000,3000,,9,0,,,,,,,
3,,,100.2430094,-0.009553213,1.245896401,0.311444611,1.335406765,100,100,,,0,8,211,-1,0.533708504,-2.422061084,-0.912082992,-0.471213024
3,,,,,,,,60,0,,,0,19,211,1,-0.79535923,-1.311673594,0.482940688,0.831321146
3,,,,,,,,50,50,,7,0,8,211,0,1.694844288,-1.282794259,-0.690286758,127418.1198
3,,0.515151515,,,,,,1000,1000,,1,0,8,206,0,-1.217395097,-1.82478099,-15993.05834,7487725.244
3,,1.060606061,,,,,,5570,,,7,0,,,,,,,
3,,,,,,,,10,10,,,0,8,61,1,,0.999965258,-22780.70981,69430.22168
3,,,,,,,,50,0,,,0,,,,,,,
3,,,,,,,,10,,,10,0,,,,,,,
3,,,,,,,,20,20,,2,0,19,222,0,-0.93471111,1.243937424,-3000.978721,-0.204039503
3,,2.37962963,,,,,,0,0,,9,0,,,,,,,
3,145.4285985,0.666666667,1043.489484,-0.107281633,-2.869334937,1.704624486,-18.42234862,1000,1000,,14,1,8,195,-0.5,-0.844593031,-3.016157211,0.30254731,7825474.987
3,,0.566037736,,,,,,0,0,1,11,0,,,,,,,
3,,,,,,,,490,490,,,0,8,76,,,,,
0,,,,,,,,50,50,1,14,0,,,,,,,
3,,3.7,,,,,,0,,1,,0,19,222,-0.5,-0.392967816,1.916827237,12875.21471,270200.7697
3,81.15415825,1.325396825,,,,,,5000,0,,5,0,8,214,-1,-0.516611367,1.027681875,-101509.1077,190001.429
3,,,,,,,,3,3,,,0,,,,,,,
3,,0.705882353,,,,,,0,0,1,2,0,,,,,,,
3,,3,,,,,,573.1,401.45,1,48,0,8,103,-0.333333333,-1.447497989,-0.239142522,3.411086404,7946882.642
3,,,,,,,,200,100,,,0,,,,,,,
3,,,,,,,,20,0,,,0,8,206,-1,0.227032731,-0.656572865,-0.468436847,0.338945662
3,,,,,,,,3,,,,0,,,,,,,
3,,,,,,,,10,0,,3,0,,,,,,,
2,,0.397559674,,,,,,50242.7863,39875.2567,11,13,0,15,168,0.666666667,-0.863506136,0.639310719,260552500,7276298334
2,,0.397559674,,,,,,50242.7863,39875.2567,11,13,0,15,168,0.666666667,-0.863506136,0.639310719,260552500,7276298334
2,,0.397559674,,,,,,50242.7863,39875.2567,11,13,0,15,168,0.666666667,-0.863506136,0.639310719,260552500,7276298334
3,,,,,,,,500,0,,,0,8,226,0,-0.894579056,1.284189876,0.221068379,-0.78738503
3,,,,,,,,500,0,,,0,19,211,0,0.054278086,-5.119906739,0.297593542,0.510728141
3,,,,,,,,10,10,,,0,19,211,1,0.542506292,125.6373926,-226.2440159,49773.5976
3,,1.333333333,,,,,,0,0,1,28,0,,,,,,,
0,,,,,,,,100,100,,,0,8,239,1,-0.351778155,-3.726354098,0.148227431,100000.1047
3,,0.618228302,,,1.60337315,1.603497301,,0,0,1,26,0,,,,,,,
3,,0.69122807,,,,,,16241.5761,1000,,19,0,1,195,0.2,-0.709876844,1.046867261,6292100.9,525186999.9
3,,,,,,,,2000,2000,,3,0,,,,,,,
3,,0.75,,,,,,1000,1000,,2,0,,,,,,,
3,,,,,,,,100,0,,,1,8,222,-1,-0.2002456,-1.035669153,-0.133989441,-2.567360108
3,,,,,,,,3,3,,,0,,,,,,,
2,,0.468886481,,,,,,3000,200,,12,0,8,210,0.666666667,-0.185171268,0.995666323,-765387748,245055000.2
2,,0.468886481,,,,,,3000,200,,12,0,8,210,0.666666667,-0.185171268,0.995666323,-765387748,245055000.2
3,,,,,,,,100,0,,,0,8,210,0,-0.826593365,1.70660442,-0.454040072,50.59544322
3,,,,,,,,100,100,,,0,,,,,,,
3,,,,,,,,1000,1000,1,7,0,,,,,,,
3,,0.929487179,294967.5063,0.333877599,-0.356639057,-1.750531059,5471.843059,100,100,,1,0,8,206,0.6,-0.312006375,0.626474782,-6608.43854,288000.8078
3,,,,,,,,300,300,,4,0,8,182,-0.333333333,0.023789859,1.000010792,-124354.923,730604.7822
3,,,,,,,,0,,,3,0,,,,,,,
3,,,,,,,,1000,300,,5,0,,,,,,,
3,,,,,,,,1000,1000,,,0,8,180,0,0.718366626,-1.453672969,-0.345778487,4999.691597
2,,,,,,,,10,10,,3,0,,,,,,,
3,,,,,,,,35800,0,,,0,8,192,1,-0.41840026,-1.368652036,-0.373900274,-0.460474326
3,,,,,,,,5000,2000,,2,0,8,120,-0.333333333,0.760422252,-3.920395636,-0.359103838,66667000000
3,,1.5,730.3654395,1.00103216,1.739207862,-0.081565784,-1.603095609,500,500,,11,0,8,19,,,,,
3,,,,,,,,1000,0,,,0,8,192,1,-0.736420925,-3.116429488,-0.551355665,0.484209157
3,,,,,,,,30,0,,,0,8,222,1,0.657322835,-0.907570329,-0.728783953,-0.815213615
3,66.33452615,0.576007326,636.0907706,0.002727459,0.944714221,0.38222067,0.351054252,1000,300,,17,0,8,174,0.333333333,0.690215098,1.000018861,-1472.720374,10000000000
3,,,,,,,,10,0,,6,0,19,150,1,2.490008453,-0.921309579,-2295.706038,4.070206205
3,,0.5,20.39420843,-0.010637484,-2.080706072,-3.687447994,0.338537827,20,0,,,0,,,,,,,
3,,,,,,,,0,0,1,,0,,,,,,,
3,66.1206164,1.063492063,,,,,,20000,0,,7,0,5,195,0,0.80022971,0.750002004,-356920.1642,58250000.14
3,,,,,,,,60,60,,,0,,,,,,,
0,,,,,,,,0,0,1,9,0,,,,,,,
3,,,,,,,,5000,,,,0,,,,,,,
3,,,1995.57885,0.000233625,-0.192455764,-0.167549181,0.885315972,2000,2000,,2,0,,,,,,,
3,,,,,,,,3,,,,0,,,,,,,
3,,,9.885910402,-0.030030285,0.284766685,-0.070858934,0.560087885,1000,10,,10,0,8,211,0,0.53185025,0.475171845,-10280.79959,0.845785833
3,,,,,,,,490,490,1,,0,,,,,,,
3,,1.6,,,,,,10,10,,9,0,8,207,0.333333333,0.081678646,0.70780207,-988.289073,80410.67891
3,,,,,,,,1000,1000,,6,0,,,,,,,
3,,,,,,,,50,50,1,2,0,,,,,,,
3,,1.462962963,,,,,,1000,0,,4,0,8,192,1,-0.610577777,0.248623204,-333.1542997,3366665.574
3,,,,,,,,1000,,,6,0,,,,,,,
3,0.724493301,1.077922078,32.61268627,3.500076132,-0.693272378,0.709449553,0.434756128,50,0,,9,0,8,182,-0.333333333,0.242476689,30.09797022,-4000.711804,0.419577076
3,,,,,,,,10,,,,0,,,,,,,
3,,,,,,,,500,0,,,0,8,210,-1,0.330870946,-0.335224064,-2.153805844,1.333057936
3,,0.466666667,,,,,,501,501,,7,0,19,206,0,-1.099023935,-0.033728464,140886.425,1490175.324
3,,,,,,,,4,,,2,0,,,,,,,
3,,,,,,,,40,40,,1,0,8,67,,,,,
3,67.73822187,2.25,,,,,,10800,0,,2,1,,,,,,,
3,,,,,,,,20,,,,0,8,222,-1,1.476585833,4.400477359,-0.244442692,1.383385295
1,,0.553756256,,,,,,0,0,1,21,0,9,168,-1,0.395678673,-2.686890157,-0.156521677,2166666.021
3,,,,,,,,30,30,,,0,8,60,,,,,
3,,0.461760462,,,,,,10000,10000,1,,0,19,192,0.5,0.295009437,0.997084539,5729334.162,389903996.3
3,,,,,,,,,0,,,0,,,,,,,
3,,,,,,,,10,,,1,0,,,,,,,
3,,0,,,,,,1,0,,,0,,,,,,,
3,,,,,,,,,,,,0,,,,,,,
1,,0.055555556,503.5667954,-0.000882733,13.67769958,13.79295852,0.55854631,500,500,,6,0,15,238,0,0.406247884,2.176659455,0.697286372,3353832.998
3,,,,,,,,3,,,,0,,,,,,,
3,,0.625,0.331847337,-1.244182959,-1.540073502,0.821345037,-2.123569795,100,0,,,0,,,,,,,
3,,1.004761905,,,,,,5,5,,,0,19,206,-0.333333333,-0.479396063,0.4706693,-0.888663216,0.087749122
3,,,,,,,,5000,5000,,109,0,5,56,,,,,
3,,,,,,,,3,,,,0,,,,,,,
3,,,,,,,,0,,,5,0,,,,,,,
3,,4,,,,,,300,0,,,0,19,206,1,0.320365124,1.29710886,-0.923730042,0.311415917
3,,0.600529101,,,,,,5000,5000,,12,0,8,195,0,-0.075858713,0.71826936,-14854.0894,77168700.33
2,,,,,,,,8,8,,,0,,,,,,,
3,,,,,,,,3,,,,0,8,59,,,,,
3,,,,,,,,10,10,,4,0,19,61,1,,0.999575258,-4549.303899,87552.28678
3,,1.1,,,,,,770,770,,3,0,19,222,1,-1.6282846,1.134679379,-6999.723367,-0.103751502
3,,0.666666667,1106.418819,0.0002655,0.074087894,0.144797768,1.168792283,1117,1117,,44,0,,,,,,,
3,,0.977777778,-0.579439205,0.328553384,0.109795187,-0.706634893,-0.270867463,100,0,,,0,,,,,,,
3,,0.714285714,,,,,,50,0,,,0,8,210,-1,-0.150743594,4.556127997,0.286164446,166666.4929
3,,1.555555556,,,,,,10,10,,6,0,,,,,,,
3,,,,,,,,2000,0,,,0,,,,,,,
3,,0.503597122,,,,,,0,0,1,23,0,,,,,,,
3,,,,,,,,500,0,,,0,8,211,1,0.81849851,0.35515029,-0.726605758,-0.483712453
3,,1.018518519,2.794959549,0.181742901,-0.394054501,-0.069552806,-0.051429429,25,25,,4,0,19,211,0.6,-0.462377451,-0.021429556,-44096.13489,493595999.2
3,,,,,,,,100,100,,1,0,,,,,,,
3,,0.634259259,,,,,,1000,0,,2,0,19,206,0,0.656129303,1.644310061,-0.153572694,27500249.94
3,,1.125,,,,,,200,200,,,0,19,206,0,0.771143173,-1.801384838,-0.021058743,1000049.913
3,21.76733806,0.845238095,16143.55095,0.000348747,0.001063997,-5.22E-05,1.000141466,5500,5500,,6,0,19,206,0.666666667,-0.107130663,0.887163286,136553483.2,125332499.4
3,,,,,,,,10,10,1,8,0,,,,,,,
3,,1,,,,,,31000,31000,,32,0,8,238,0,0.056339399,1.038221679,-16736390.5,517221667
3,,,,,,,,10,10,,,0,19,60,1,,0.999186115,-1329.915081,
3,,,,,,,,3,,,1,0,,,,,,,
0,,,,,,,,1,0,,,0,,,,,,,
3,,,,,,,,5,0,,,0,,,,,,,
3,,,,,,,,30,,,,0,,,,,,,
3,,1.666666667,,,,,,1500,,,,0,,,,,,,
3,,,,,,,,100,0,,,1,8,238,1,-0.515066825,-3.776386383,0.375939422,500000.9141
3,,,,,,,,20,,,,0,,,,,,,
3,,1.363636364,,,,,,50,50,,1,0,19,206,-0.333333333,-0.561763664,-0.716578446,-0.527438919,166699.5453
3,,,,,,,,2000,0,,,0,8,55,-1,,,,10.61683516
3,,,,,,,,0,,,,0,,,,,,,
3,,0.611111111,,,,,,100,,,,0,,,,,,,
3,,0.714285714,-0.340095146,1.655067478,0.413484982,-0.003549776,-1.976034479,50,0,,,0,,,,,,,
3,,,,,,,,100,,,,0,,,,,,,
3,,1.25,40799.31109,0.000990673,-0.03069451,0.02523618,1.032844,40920,0,,8,0,8,113,0.333333333,0.131115144,1.001621103,-34067.09129,400000.6292
3,,,,,,,,2000,2000,,1,0,8,206,-0.333333333,0.695173231,1.541293544,0.068278873,0.178733791
3,,,,,,,,0,0,,,0,,,,,,,
3,,,,,,,,50,,,3,0,,,,,,,
3,,0.4,,,,,,5,0,,,0,,,,,,,
3,,,,,,,,3000,0,,,0,8,206,1,0.37401978,0.981550637,1.145398092,1.421987474
3,,,199.5295444,1.003505209,0.003820922,0.54388575,-1.417496337,200,200,,4,0,8,222,-1,0.438269044,0.771681881,-4.265147209,999794.9217
3,,0.878205128,29959.96934,0.002299066,1.518344835,1.530998074,1.338426784,30000,0,,2,0,12,182,0,1.452282754,1.000000004,20656999.68,160830501.2
3,,,,,,,,0,0,,1,0,1,241,-1,-0.351461354,0.077408292,-1.861775431,333721.4854
3,,,,,,,,2000,0,,,0,,,,,,,
3,,,,,,,,50,50,,2,0,5,64,,,,,
3,,0.512962963,,,,,,0,0,,6,0,8,192,0,0.179061878,1.19224094,-1.109769687,0.3259159
2,,0.769590122,,,0.059001163,,,0,,1,7,0,,,,,,,
3,,0.825,,,,,,0,0,1,28,0,,,,,,,
3,,0.404761905,-1.62376908,0.117000238,0.538260397,-0.247087684,-0.312108449,500,500,,6,0,18,206,1,0.413710262,-0.546596668,-0.411898221,2500000.267
3,,,,,,,,100,0,,3,0,,,,,,,
3,,,,,,,,500,0,,,0,,,,,,,
3,,,,,,,,50,0,,4,0,,,,,,,
3,,,,,,,,10,10,,,0,17,67,,,,,
3,,,,,,,,50,50,,,0,8,218,-0.333333333,0.84145913,0.086361943,-967.302895,500000.3851
3,,1.222222222,85.53060346,-0.027016028,0.576614585,-0.060575096,0.337010485,12100,100,,25,0,8,111,-1,0.111506344,1.000006792,-152319.5879,6210799.367
3,,,,,,,,10,10,,16,0,,,,,,,
3,,0.538461538,,,,,,,0,1,6,0,,,,,,,
3,,1.333333333,0.732151969,0.218850809,-2.379440652,1.030366617,1.477034211,500,0,,,0,,,,,,,
3,,,,,,,,200,0,,,0,8,211,-1,-0.64737155,5.235411291,-0.04081795,0.961237167
3,,,,,,,,50,50,,1,0,,,,,,,
3,,,,,,,,,0,,,0,,,,,,,
3,,,,,,,,100,100,,,0,,,,,,,
3,,5,,,,,,1000,0,,,1,,,,,,,
1,304.8979797,1.407407407,,,,,,38000,1000,2,22,0,19,206,0.6,-0.563072147,0.221743691,-2487812.166,97500114.44
3,,,,,,,,10,10,,,0,,,,,,,
3,,0.25,,,,,,500,0,,,0,8,211,-1,-0.098768998,-0.08094063,-1.691315937,-1.235903758
3,,,,,,,,100,0,,,0,,,,,,,
3,,,,,,,,300,0,,,0,,,,,,,
3,,,,,,,,200,0,,1,0,,,,,,,
3,,,,,,,,100,0,,,0,19,210,1,0.860170594,0.152272615,27998.86475,0.344478032
3,,,,,,,,0,,,3,0,,,,,,,
3,,,,,,,,3,3,,,0,,,,,,,
3,,,,,,,,10,,,,0,,,,,,,
3,,1.25,-0.052081543,4.121278584,-0.12215396,0.052745003,0.344904024,5000,0,,14,0,1,233,-0.2,0.360034587,-9.440289841,-0.627480051,1000099.724
0,,0.181818182,,,,,,500,0,,,0,,,,,,,
3,,,,,,,,0,0,,,0,,,,,,,
3,,,,,,,,110,110,,2,0,8,238,0.333333333,0.644836864,0.442178063,33000.54704,491500.2416
2,8.277015049,0.927777778,,,,,,4000,4000,,18,0,8,222,0.333333333,0.695451953,4.267767699,-52350.22398,26769299.96
3,,,,,,,,100,,,,0,,,,,,,
3,,,,,,,,0,,,,0,,,,,,,
3,,,,,,,,10,10,,,0,8,212,1,-0.136828889,-0.316846652,-25517.46445,24489.64336
3,,1.091991342,,,,,,3000,3000,,14,0,8,194,0.333333333,0.104965283,0.057525325,0.338335344,-1.146509959
3,,,499.5165879,-0.002120051,0.062604911,-0.142935253,0.170474529,500,500,,4,0,8,221,1,-0.618517354,1.205084813,-17.45724112,250.5117826
3,,,,,,,,5000,0,,8,0,8,56,,,,,
3,,,,,,,,10,10,,,0,,,,,,,
3,,,,,,,,5000,5000,,6,1,8,192,0.5,0.446460548,-0.391980438,2.188342793,25000250.87
3,,,,,,,,0,0,,5,0,8,66,,,,,
3,,,,,,,,100,100,,,0,,,,,,,
3,,1.616666667,,,,,,0,0,1,8,0,,,,,,,
3,,,,,,,,1000,0,,,0,8,210,1,-0.093816489,0.135119256,-1.318397835,-0.378718873
3,,1.05,,,,,,1000,0,,6,0,8,210,-1,-0.303540218,-2.225607733,-0.496159949,-0.338680458
3,,,,,,,,1000,1000,,2,1,8,195,0.5,0.366203082,-0.017813423,-2381.426803,3333367.022
3,,,1001.300213,5.01E-05,18.39987459,-4.622689915,0.480576348,1000,0,,5,0,,,,,,,
3,,,,,,,,100,0,,,0,,,,,,,
3,,0.505555556,,,,,,5000,5000,,20,0,8,192,0.333333333,0.384183581,1.008129829,-1545158.207,64446959.59
3,,,,,,,,50,,,,0,,,,,,,
3,,,,,,,,20,0,,,0,19,210,1,-0.298016837,-48.71551873,-0.174717831,100000.7646
3,,,,,,,,10000,3025,,6,0,,,,,,,
3,,0.520283976,96478.32874,0.802099957,-0.031385728,0.031980902,0.498786188,30000,600,,8,0,8,192,1,0.906523508,0.884064516,-772827.4243,354312899.9
3,,,,,,,,10,10,,21,0,,,,,,,
2,,,,,,,,2080,2080,,6,1,9,192,0.2,-0.616612194,-0.319421065,-61854.08053,78327200.63
3,,,,,,,,3,,,,0,,,,,,,
3,,,,,,,,500,0,,,0,8,218,-1,0.994025076,1.47944417,-0.369605625,250.2250864
3,,,57.29222399,0.001294487,0.179605115,-0.024562022,-1.751999851,100,100,,6,1,8,222,0.333333333,-0.493292362,0.470883244,1.212511168,666666.3977
1,,0.876190476,,,,,,450,450,2,9,0,19,160,0.333333333,0.882462807,0.981345775,814978.4968,9869290.845
3,,,,,,,,1000,,,3,0,8,125,1,0.878622495,0.472869108,-0.613769251,0.288588721
3,,,,,,,,2000,,,,0,,,,,,,
3,,1.722222222,18560.17316,0.049368782,0.00117076,-0.002614577,1.001987766,16500,16500,,38,0,8,238,1,87330.71753,0.762572685,1774947.87,216130666.5
3,,,,,,,,500,0,,,0,,,,,,,
3,,2,,,,,,600,0,,18,0,,,,,,,
3,,,4993.023921,-4.15E-05,0.049566081,0.173462998,1.288991253,5000,5000,,,0,8,192,0.5,0.308740686,0.999998079,168005.6354,33949699.49
3,,,,,,,,10,,,,0,,,,,,,
1,,1.638888889,,,,,,10.18,10.18,,15,0,23,222,0,-0.305840689,0.548753893,72778.37782,1039124.713
3,,0.628571429,1000.163996,0.000626896,0.966675496,1.054632532,1.039925027,1000,0,,,0,,,,,,,
3,,1.5,113.0534503,0.97762428,10.9533353,10.63110535,0.5372904,100,100,,19,0,8,236,0.666666667,-0.067877174,1.199088538,-55986.01074,635179.9959
3,,0.275,667.0689165,9.994058262,0.364972004,0.452997338,0.974594753,1000,0,,4,0,8,164,-1,0.429547433,0.0023149,1.541841919,5000000.826
3,,0.622222222,,,,,,500,500,,1,0,19,222,0.2,-0.457351954,0.762633685,-511963.033,6735999.652
3,,,,,,,,6000,,,173,0,,,,,,,
3,,,,,,,,100,0,,,0,,,,,,,
3,219.5086647,2.130952381,47.81823291,,,,,125,50,,14,0,19,206,-0.5,-0.066202893,1.004524888,-94136.43942,1801.148896
3,,1,,,,,,5000,0,,,0,8,212,-1,-0.624820002,4.333137005,0.33251671,0.162566372
3,264.0877701,1.424074074,499.961837,0.592223381,-311.6347237,18.97523392,-26.98645547,1000,0,,20,0,8,222,1,0.66461617,-2.251141323,-75789.64152,164999.6902
3,,,,,,,,100,0,,,0,8,222,1,0.503956862,0.642529181,1.388898857,0.065944477
3,,0.166666667,,,,,,,0,,,0,8,210,0,0.963023076,0.757165967,0.108152952,9998.911008
3,,,,,,,,500,0,,,0,8,211,-1,-0.335656789,-0.163954087,1.323606233,-0.681674688
2,,0.877777778,,,,,,50,50,,26,0,8,229,0.2,-0.606103217,1.681435013,-8117.793129,633122.4456
3,,,,,,,,50,,,1,0,,,,,,,
3,,,,,,,,100,0,,,0,,,,,,,
3,,0.2,100.1855677,0.0044366,0.933342363,0.941786426,1.052573193,100,0,,,0,8,211,0.5,0.941838277,0.635819145,1.052434586,275024.9155
3,,5,,,,,,3,3,,,0,,,,,,,
3,,,,,,,,10,,,3,0,,,,,,,
3,,,,,,,,10,10,,3,0,19,222,1,-0.539666292,1.529299724,-0.928172346,0.074132405
3,,,,,,,,3,,,,0,,,,,,,
